Ticker,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
PSX,Energy,Oil & Gas Refining & Marketing,88.76,91.36,88.32,98.99,124.33,128.99,23,32,88,91,136.57,0.42,133.21,141.91,0.15
ROP,Technology,Software - Application,88.72,90.13,92.5,94.84,97.33,102.94,23,22,35,50,542.6,0.66,545.63,544.87,0.34
HII,Industrials,Aerospace & Defense,88.58,93.4,97.43,100.22,107.77,113.48,23,35,62,75,251.49,0.46,265.53,266.03,0.43
PFE,Healthcare,Drug Manufacturers—General,88.52,90.26,94.5,95.45,86.39,74.51,22,24,9,2,29.41,0.52,29.1,28.2,0.67
TXT,Industrials,Aerospace & Defense,88.21,90.17,94.34,100.89,114.87,112.31,22,37,80,71,86.02,0.52,87.34,87.74,0.22
TTWO,Communication Services,Electronic Gaming & Multimedia,88.16,89.56,91.43,93.1,101.62,114.93,22,19,46,79,153.33,0.55,151.78,152.98,0.2
FMC,Basic Materials,Agricultural Inputs,88.14,95.06,96.04,94.61,92.59,74.39,22,22,20,1,60.35,0.59,63.18,60.03,0.44
EXPD,Industrials,Integrated Freight & Logistics,88.04,88.9,94.91,94.84,93.61,100.04,22,22,23,42,120.81,0.55,122.59,121.86,0.37
TECH,Healthcare,Biotechnology,87.98,93.28,97.08,104.36,104.11,90.84,22,49,54,18,73.33,0.65,74.66,73.61,0.13
SCHW,Financial Services,Capital Markets,87.93,87.93,84.75,103.18,116.95,107.37,21,44,83,62,66.74,0.59,64.01,68.35,0.33
CNC,Healthcare,Healthcare Plans,87.89,90.39,97.08,101.12,95.87,101.47,21,38,29,46,71.42,0.42,75.4,74.28,0.46
HSIC,Healthcare,Medical Distribution,87.76,88.39,90.98,90.73,88.86,92.43,21,14,13,22,70.07,0.44,70.02,71.57,0.06
CHTR,Communication Services,Telecom Services,87.75,89.19,94.92,104.79,77.33,84.27,21,50,2,6,330.45,0.38,341.2,312.57,0.25
CVS,Healthcare,Healthcare Plans,87.74,87.74,83.31,82.83,86.59,93.5,21,6,9,24,66.95,0.48,59.03,65.83,0.67
SJM,Consumer Defensive,Packaged Foods,87.68,88.81,90.14,92.23,80.11,88.61,20,17,4,12,116.53,0.34,119.15,119.18,0.15
BWA,Consumer Cyclical,Auto Parts,87.64,90.22,92.16,85.79,95.01,78.59,20,8,27,2,34.73,0.47,33.43,33.55,0.09
AMTM,,,87.6,87.91,90.0,92.63,90.99,90.35,20,17,18,17,,,,,
DOW,Basic Materials,Chemicals,87.56,90.15,88.84,88.75,98.58,96.02,20,13,38,30,53.67,0.49,52.8,55.02,0.26
MPC,Energy,Oil & Gas Refining & Marketing,87.3,92.82,90.14,99.2,130.99,137.13,20,33,92,94,165.77,0.31,168.83,174.51,0.28
AKAM,Technology,Software—Infrastructure,87.27,87.75,88.05,88.13,91.26,115.66,19,11,18,81,102.92,0.37,99.26,103.23,0.18
VLO,Energy,Oil & Gas Refining & Marketing,87.23,88.08,85.28,99.57,121.35,123.87,19,34,86,89,142.81,0.36,141.34,149.23,0.41
ANSS,Technology,Software—Application,87.1,87.1,89.89,91.16,93.45,105.61,19,16,23,58,328.6,0.64,316.76,328.15,0.26
ELV,Healthcare,Healthcare Plans,86.67,88.63,98.33,100.43,103.71,96.43,19,36,52,31,494.35,0.44,532.16,518.38,0.37
NXPI,Technology,Semiconductors,86.42,87.87,89.07,114.21,117.35,112.55,19,77,83,73,235.77,0.54,239.57,245.9,0.21
BAX,Healthcare,Medical Instruments & Supplies,86.37,87.25,96.93,97.09,91.66,96.95,18,26,19,34,37.35,0.47,37.53,38.0,0.24
CDW,Technology,Information Technology Services,86.37,88.54,88.66,92.95,109.02,108.09,18,18,66,64,223.23,0.43,219.95,229.95,0.44
MOH,Healthcare,Healthcare Plans,86.26,88.41,94.07,95.49,100.37,114.22,18,24,43,77,327.21,0.32,342.43,351.09,0.13
HSY,Consumer Defensive,Confectioners,86.13,87.73,93.33,93.33,87.03,81.74,18,20,10,4,187.04,0.25,195.87,193.26,0.28
LYB,Basic Materials,Specialty Chemicals,86.11,87.95,87.78,91.09,98.0,95.64,18,15,37,30,94.51,0.32,95.64,97.33,0.26
INVH,Real Estate,REIT—Residential,85.86,87.32,95.11,97.5,94.09,94.1,17,28,24,25,33.56,0.56,35.59,34.76,0.7
BDX,Healthcare,Medical Instruments & Supplies,85.81,88.21,88.41,88.34,86.18,86.46,17,12,8,8,235.22,0.35,236.36,236.61,0.21
JBL,Technology,Electronic Components,85.79,88.24,95.34,80.91,104.67,128.76,17,5,55,91,123.0,0.45,109.3,121.31,0.2
IEX,Industrials,Specialty Industrial Machinery,85.67,88.7,88.77,84.95,99.57,97.91,17,8,40,36,207.3,0.34,202.41,214.91,0.27
PLD,Real Estate,REIT—Industrial,85.61,90.68,100.14,100.75,84.25,101.22,17,37,6,45,117.7,0.51,125.29,121.98,0.29
MCK,Healthcare,Medical Distribution,85.54,85.54,90.77,116.86,113.42,112.91,16,83,77,73,506.11,0.35,532.63,537.29,0.29
VRSN,Technology,Software - Infrastructure,85.42,86.81,87.71,88.51,79.59,85.57,16,12,3,7,185.81,0.34,182.2,185.35,0.19
CDNS,Technology,Software - Application,84.98,85.15,85.7,100.33,110.1,120.01,16,36,69,85,279.34,0.51,267.94,288.21,0.23
DIS,Communication Services,Entertainment,84.91,87.19,87.29,85.98,112.77,117.29,16,8,76,82,93.03,0.32,90.81,100.76,0.29
SNPS,Technology,Software—Infrastructure,84.77,84.77,83.34,103.12,106.67,115.71,16,43,59,81,534.23,0.48,510.6,548.36,0.3
FDX,Industrials,Integrated Freight & Logistics,84.5,84.5,104.24,103.94,98.97,101.22,15,47,39,45,264.36,0.43,281.62,267.22,0.2
ODFL,Industrials,Trucking,84.45,85.95,93.99,94.18,103.92,103.85,15,21,52,53,193.7,0.45,194.96,197.08,0.21
CVX,Energy,Oil & Gas Integrated,84.45,85.09,84.02,89.3,95.55,90.06,15,13,28,16,150.82,0.41,145.5,152.92,0.25
COP,Energy,Oil & Gas E&P,83.62,86.6,84.1,87.6,105.71,102.85,15,11,57,49,112.29,0.32,108.86,115.02,0.22
LRCX,Technology,Semiconductor Equipment & Materials,83.61,84.29,86.21,124.71,132.74,135.0,15,91,93,93,82.33,0.44,80.2,89.7,0.25
MNST,Consumer Defensive,Beverages - Non-Alcoholic,83.61,83.88,87.88,85.64,89.6,103.07,15,8,15,50,50.53,0.35,49.32,53.24,0.18
NKE,Consumer Cyclical,Footwear & Accessories,83.57,84.25,89.96,75.28,83.78,85.7,14,2,6,8,82.25,0.22,81.31,90.87,0.36
TROW,Financial Services,Asset Management,83.47,85.47,85.77,93.13,96.69,95.14,14,19,32,28,107.57,0.57,106.81,111.88,0.47
ARE,Real Estate,REIT - Office,83.41,87.94,94.42,95.24,97.25,98.94,14,23,35,39,114.32,0.53,117.81,120.42,0.32
IDXX,Healthcare,Diagnostics & Research,83.09,86.87,90.78,89.3,93.4,107.31,14,13,22,62,470.95,0.43,487.73,510.58,0.33
GPC,Consumer Cyclical,Auto Parts,83.04,86.7,86.91,88.31,99.65,89.15,13,12,41,13,134.1,0.19,138.72,144.11,0.27
HST,Real Estate,REIT—Hotel & Motel,83.04,85.84,89.29,87.97,98.52,106.82,13,11,38,60,17.47,0.4,17.2,18.68,0.14
CE,Basic Materials,Chemicals,82.84,86.45,85.95,89.95,112.74,113.9,13,14,76,76,134.57,0.37,128.89,145.17,0.17
EQT,Energy,Oil & Gas E&P,82.71,87.89,87.89,81.04,98.29,89.23,13,5,37,13,36.42,0.43,33.67,36.41,0.15
KMX,Consumer Cyclical,Auto & Truck Dealerships,82.63,89.09,96.26,105.54,95.23,100.16,13,53,28,42,70.75,0.39,78.16,75.55,0.45
PPG,Basic Materials,Specialty Chemicals,82.51,85.07,87.67,84.23,87.06,96.02,12,7,11,30,127.12,0.27,125.92,133.61,0.36
HRL,Consumer Defensive,Packaged Foods,82.47,84.05,88.88,91.16,94.92,84.46,12,16,26,6,31.02,0.29,31.93,32.37,0.26
HES,Energy,Oil & Gas E&P,82.16,84.05,82.53,90.19,98.82,95.69,12,14,39,30,139.86,0.34,134.57,145.6,0.14
STZ,Consumer Defensive,Beverages - Brewers,82.13,84.94,89.2,91.15,96.13,99.19,12,15,31,40,239.74,0.26,246.31,252.17,0.28
TAP,Consumer Defensive,Beverages - Brewers,82.13,85.39,86.86,87.46,97.0,97.99,12,10,33,36,54.42,0.26,54.44,58.12,0.23
ADBE,Technology,Software - Infrastructure,81.55,81.55,99.66,99.74,96.6,120.45,11,34,32,85,505.3,0.34,537.38,534.81,0.55
DPZ,Consumer Cyclical,Restaurants,81.53,83.86,84.18,99.15,125.42,119.5,11,33,89,84,412.6,0.38,421.96,456.98,2.25
ROK,Industrials,Specialty Industrial Machinery,81.13,84.44,86.37,86.37,89.23,94.28,11,9,14,26,268.23,0.32,262.41,274.69,0.2
MGM,Consumer Cyclical,Resorts & Casinos,80.75,85.54,82.52,92.73,90.38,96.59,11,18,17,32,39.91,0.43,37.69,41.65,0.21
ABNB,Consumer Cyclical,Travel Services,80.72,82.31,77.58,89.46,110.14,112.92,11,13,69,73,133.83,0.38,121.87,143.74,0.28
CSGP,Real Estate,Real Estate Services,80.68,82.92,88.26,88.55,104.28,102.75,10,12,55,49,74.93,0.16,75.83,81.96,0.3
JBHT,Industrials,Integrated Freight & Logistics,80.16,82.69,87.01,87.51,88.13,102.95,10,10,12,50,165.01,0.16,169.18,178.79,0.25
QRVO,Technology,Semiconductors,80.11,81.54,91.06,104.14,107.89,102.82,10,48,63,49,101.13,0.36,106.31,109.4,0.23
MRK,Healthcare,Drug Manufacturers - General,79.96,81.35,90.49,95.23,103.39,104.0,10,23,52,53,109.58,0.29,114.61,122.77,0.25
BG,Consumer Defensive,Farm Products,79.76,82.47,85.14,98.55,102.92,94.22,10,31,50,26,95.74,0.33,97.65,100.25,0.21
DVN,Energy,Oil & Gas E&P,79.46,80.34,77.31,87.2,100.43,98.93,9,10,43,39,42.77,0.29,42.37,45.88,0.4
SWKS,Technology,Semiconductors,79.18,81.77,90.75,99.88,93.12,94.43,9,34,22,26,95.85,0.27,101.56,103.11,0.41
CTRA,Energy,Oil & Gas E&P,79.15,81.72,81.37,86.08,97.96,95.2,9,9,37,28,24.45,0.26,23.84,25.94,0.16
NUE,Basic Materials,Steel,78.93,82.03,80.32,83.38,110.33,106.81,9,6,69,60,151.07,0.21,146.73,168.19,0.3
ON,Technology,Semiconductors,78.9,82.89,84.8,88.92,83.1,90.81,9,13,5,18,70.23,0.28,71.89,73.27,0.26
SLB,Energy,Oil & Gas Equipment & Services,78.04,80.22,76.85,80.31,90.21,91.34,8,4,16,20,44.85,0.25,43.16,47.66,0.36
ZBH,Healthcare,Medical Devices,77.94,80.34,82.84,88.34,89.42,92.79,8,12,14,23,102.8,0.03,108.42,116.75,0.24
UPS,Industrials,Integrated Freight & Logistics,77.9,79.3,81.28,80.66,84.98,83.51,8,5,7,5,133.15,0.25,129.13,141.91,0.21
APTV,Consumer Cyclical,Auto Parts,77.83,80.17,80.95,77.88,87.8,80.95,8,3,12,4,70.57,0.15,69.87,75.77,0.23
CRL,Healthcare,Diagnostics & Research,77.46,78.59,82.97,100.94,105.84,111.83,8,37,58,71,191.29,0.25,200.53,223.09,0.55
GPN,Industrials,Specialty Business Services,77.42,78.68,90.08,88.17,96.99,107.41,8,11,33,62,98.78,0.14,105.13,114.75,0.36
SMCI,Technology,Computer Hardware,77.11,85.7,90.07,189.55,383.73,530.16,7,99,99,99,46.78,0.24,49.39,71.09,0.37
MCHP,Technology,Semiconductors,77.0,78.7,80.72,94.31,107.18,102.62,7,21,60,48,77.26,0.23,78.08,86.45,0.21
OXY,Energy,Oil & Gas E&P,76.97,79.74,76.38,87.0,100.69,98.43,7,10,44,38,54.67,0.25,54.69,60.07,0.29
PAYC,Technology,Software - Application,76.82,82.49,85.6,84.5,73.9,77.55,7,8,1,2,162.68,0.16,163.54,174.26,0.27
PARA,Communication Services,Entertainment,75.53,77.28,81.77,83.62,89.65,84.43,7,7,15,6,10.44,0.11,10.57,11.73,0.18
ALB,Basic Materials,Specialty Chemicals,75.42,79.92,69.49,61.41,86.9,73.2,6,1,10,1,102.97,0.31,87.78,110.37,0.31
WBD,Communication Services,Entertainment,75.3,79.47,86.1,81.49,74.81,80.76,6,5,2,3,7.51,0.14,7.77,8.51,0.27
ADM,Consumer Defensive,Farm Products,74.81,77.93,83.18,86.83,86.36,79.36,6,9,9,3,56.93,0.22,59.49,60.49,0.32
ALGN,Healthcare,Medical Instruments & Supplies,74.38,77.67,83.38,77.03,99.03,104.6,6,3,39,55,230.44,0.32,233.34,267.66,0.26
HAL,Energy,Oil & Gas Equipment & Services,74.11,76.2,73.85,82.36,98.91,99.72,6,6,39,41,30.88,0.2,30.23,34.59,0.26
ULTA,Consumer Cyclical,Specialty Retail,73.83,79.49,83.7,79.11,83.2,110.36,5,4,5,69,360.16,0.16,368.72,430.09,0.39
ENPH,Technology,Solar,72.92,85.55,91.27,92.8,95.05,98.58,5,18,27,39,100.44,0.4,112.23,114.97,1.05
MOS,Basic Materials,Agricultural Inputs,72.91,75.95,75.82,78.76,80.93,78.05,5,3,4,2,26.22,0.12,26.83,29.79,0.81
EPAM,Technology,Information Technology Services,72.82,76.44,82.26,83.69,85.69,104.96,5,7,8,57,193.33,0.16,199.76,234.84,0.16
F,Consumer Cyclical,Auto Manufacturers,72.01,73.41,81.65,101.56,98.38,98.87,5,39,38,39,10.65,0.2,10.61,11.92,0.28
WST,Healthcare,Medical Instruments & Supplies,71.78,75.22,79.88,79.88,95.94,106.15,4,4,30,59,289.42,0.09,300.3,340.98,0.33
APA,Energy,Oil & Gas E&P,71.66,72.85,69.91,79.37,84.07,85.57,4,4,6,7,26.87,0.18,26.75,30.19,0.25
LKQ,Consumer Cyclical,Auto Parts,71.33,75.27,80.2,83.07,87.09,89.83,4,6,11,15,38.24,0.0,40.17,44.91,0.45
EW,Healthcare,Medical Devices,71.21,71.21,75.54,94.01,102.15,105.46,4,21,49,58,68.0,0.23,66.82,80.94,0.14
BEN,Financial Services,Asset Management,70.14,70.87,72.69,80.95,85.92,97.85,4,5,8,36,20.0,0.08,20.64,24.27,0.64
BIIB,Healthcare,Drug Manufacturers—General,70.03,70.03,76.71,86.15,85.24,82.4,3,9,7,4,187.45,0.06,198.58,219.49,0.43
LW,Consumer Defensive,Packaged Foods,69.99,72.63,68.39,73.8,76.77,103.1,3,2,2,51,69.68,0.29,63.23,84.64,0.29
LULU,Consumer Cyclical,Apparel Retail,69.24,70.45,67.65,65.97,77.77,120.45,3,2,2,85,273.0,0.14,258.78,352.18,0.39
BA,Industrials,Aerospace & Defense,67.67,71.25,73.12,87.43,79.58,98.44,3,10,3,38,146.89,0.0,162.88,185.02,0.78
EL,Consumer Defensive,Household & Personal Products,67.07,68.26,68.49,64.16,86.55,83.39,3,2,9,5,94.04,0.13,91.77,121.66,0.2
DG,Consumer Defensive,Discount Stores,55.5,57.73,60.32,82.56,93.48,96.63,2,6,23,32,82.21,0.02,98.79,128.45,0.29
HUM,Healthcare,Healthcare Plans,54.86,54.86,79.99,95.21,84.41,83.74,2,23,6,5,249.09,0.04,326.93,354.86,0.54
INTC,Technology,Semiconductors,54.32,55.13,57.41,79.76,84.49,132.47,2,4,6,93,23.3,0.14,21.22,33.82,0.23
DXCM,Healthcare,Medical Devices,53.78,54.81,55.22,84.15,109.5,115.65,2,7,68,81,69.37,0.07,70.25,109.64,0.33
DLTR,Consumer Defensive,Discount Stores,51.72,53.91,58.43,73.65,83.62,99.78,2,2,5,41,68.94,0.06,81.47,113.97,0.23
WBA,Healthcare,Pharmaceutical Retailers,49.44,50.31,48.35,49.8,66.31,77.38,1,1,1,2,8.98,0.04,9.54,16.29,0.43
MRNA,Healthcare,Biotechnology,44.54,48.73,63.27,105.49,146.24,94.47,1,53,96,27,57.1,0.0,74.36,104.37,0.4
